SYMBOL,NAME,INDUSTRY,MARKET_CAP
M,Macy's,Multiline Retail,5267885548
MA,Mastercard,IT Services,3.38792E+11
MAA,Mid-America Apartment Communities,Equity Real Estate Investment Trusts ...,21859604434
MAAQ,Mana Capital Acquisition,Blank Check / SPAC,81249990
MAC,The Macerich Company,Equity Real Estate Investment Trusts ...,2480250622
MACA,Moringa Acquisition,Blank Check / SPAC,146618840
MACC,Mission Advancement,Blank Check / SPAC,424350009
MACK,Merrimack Pharmaceuticals,Biotechnology,56322835
MAG,MAG Silver,Metals & Mining,1352180214
MAIN,Main Street Capital,Capital Markets,3180897024
MAN,ManpowerGroup,Professional Services,4197311202
MANH,Manhattan Associates,Software,9278604182
MANT,ManTech International,IT Services,3922362294
MANU,Manchester United,Entertainment,2001676925
MAPS,WM Technology,Software-Application,506524765
MAQC,Maquia Capital Acquisition,Blank Check / SPAC,230322279
MAR,Marriott International,"Hotels, Restaurants & Leisure",52294905852
MARA,Marathon Digital Holdings,IT Services,2007963900
MARK,Remark Holdings,Internet & Direct Marketing Retail,51401127
MARPS,Marine Petroleum Trust,"Oil, Gas & Consumable Fuels",15010000
MAS,Masco,Building Products,12349474761
MASI,Masimo,Health Care Equipment & Supplies,8873433081
MASS,908 Devices,Medical Devices,622326959
MAT,Mattel,Leisure Products,8184871917
MATV,Mativ Holdings,Paper & Paper Products,1270146942
MATW,Matthews International,Commercial Services & Supplies,811351805
MATX,Matson,Marine,3374983638
MAX,MediaAlpha,Internet Content & Information,514710008
MAXN,Maxeon Solar Technologies,Semiconductors & Semiconductor Equipment,876586480
MAXR,Maxar Technologies,Aerospace & Defense,1988728176
MAYS,J.W. Mays,Real Estate Management & Development,107562020
MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,492250009
MBCN,Middlefield Banc,Banks,154323624
MBI,MBIA Inc.,Insurance,698326715
MBIN,Merchants Bancorp,Thrifts & Mortgage Finance,1205688805
MBIO,Mustang Bio,Biotechnology,79032055
MBOT,Microbot Medical,Health Care Equipment & Supplies,37317682
MBRX,Moleculin Biotech,Biotechnology,46582627
MBSC,M3-Brigade Acquisition III,Blank Check / SPAC,325441000
MBTC,Nocturne Acquisition,Blank Check / SPAC,152406800
MBUU,Malibu Boats,Leisure Products,1331881311
MBWM,Mercantile Bank,Banks,565765365
MC,Moelis & Company,Capital Markets,3210208000
MCAA,Mountain & Co. I Acquisition,Blank Check / SPAC,292100000
MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,69946703
MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,74857027
MCAG,Mountain Crest Acquisition V,Blank Check / SPAC,89356400
MCB,Metropolitan Bank Holding,Banks,870574032
MCBC,Macatawa Bank,Banks,327802138
MCBS,MetroCity Bankshares,Banks,528619347
MCD,McDonald's,"Hotels, Restaurants & Leisure",1.90757E+11
MCFT,MasterCraft Boat Holdings,Leisure Products,473894400
MCG,Membership Collective Group,Lodging,1509429627
MCHP,Microchip Technology,Semiconductors & Semiconductor Equipment,39430782937
MCHX,Marchex,Media,87166215
MCK,McKesson,Health Care Providers & Services,51564576593
MCLD,mCloud Technologies,Software-Application,41390903
MCO,Moody's,Capital Markets,58279600000
MCRB,Seres Therapeutics,Biotechnology,629045055
MCRI,Monarch Casino & Resort,"Hotels, Restaurants & Leisure",1245103486
MCS,The Marcus Corporation,Entertainment,566483256
MCW,Mister Car Wash,Personal Services,3627264000
MCY,Mercury General,Insurance,1823370355
MD,MEDNAX,Health Care Providers & Services,1774797808
MDB,MongoDB,IT Services,25118087031
MDC,M.D.C. Holdings,Household Durables,2511102439
MDGL,Madrigal Pharmaceuticals,Biotechnology,1200829643
MDGS,Medigus,Health Care Equipment & Supplies,307442303
MDH,MDH Acquisition,Blank Check / SPAC,340515000
MDIA,Mediaco Holding,Broadcasting,81739732
MDJH,MDJM Ltd.,Real Estate Management & Development,24984928
MDLZ,Mondelez International,Food Products,88113946585
MDNA,Medicenna Therapeutics,Biotechnology,56357600
MDRR,Medalist Diversified REIT,Equity Real Estate Investment Trusts ...,15459113
MDRX,Allscripts Healthcare Solutions,Health Care Technology,1895668349
MDT,Medtronic plc.,Health Care Equipment & Supplies,1.25596E+11
MDU,MDU Resources Group,Multi-Utilities,6267277820
MDVL,MedAvail Holdings,Pharmaceutical Retailers,95961240
MDWD,MediWound,Pharmaceuticals,64629631
MDWT,Midwest Holding,Insurance-Life,55633565
MDXG,MiMedx Group,Biotechnology,454436000
MDXH,MDxHealth,Diagnostics & Research,132573641
ME,23andMe Holding Co.,Diagnostics & Research,2117652221
MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,224165866
MEC,Mayville Engineering Company,Metals & Mining,157075147
MED,Medifast,Personal Products,1454583158
MEDP,Medpace Holdings,Life Sciences Tools & Services,5536350138
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,12107937
MEG,Montrose Environmental Group,Media,1310407408
MEI,Methode Electronics,"Electronic Equipment, Instruments & C...",1549320933
MEIP,MEI Pharma,Biotechnology,69119207
MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,296655480
MELI,MercadoLibre,Internet & Direct Marketing Retail,51972783568
MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,162021737
MEOH,Methanex,Chemicals,2658808045
MERC,Mercer International,Paper & Forest Products,1075878655
MESA,Mesa Air Group,Airlines,100537704
MESO,Mesoblast,Biotechnology,439707583
MET,MetLife,Insurance,53192880127
META,Meta Platforms,Interactive Media & Services,4.77013E+11
METC,Ramaco Resources,Metals & Mining,456016030
METX,Meten Edtechx Education Group,Education & Training Services,10007272
MF,Missfresh,Grocery Stores,46525119
MFA,MFA Financial,Mortgage Real Estate Investment Trust...,1235767032
MFC,Manulife Financial,Insurance,35737571327
MFG,Mizuho Financial Group,Banks,30656561151
MFGP,Micro Focus International,Software,1199541502
MFH,Mercurity Fintech Holding,Software,12859290
MFIN,Medallion Financial,Consumer Finance,196577470
MG,MISTRAS Group,Professional Services,195831339
MGA,Magna International,Auto Components,18692952038
MGEE,MGE Energy,Electric Utilities,3003008736
MGI,MoneyGram International,IT Services,1000133760
MGIC,Magic Software Enterprises,Software,918355839
MGM,MGM Resorts International,"Hotels, Restaurants & Leisure",13723191273
MGNI,Magnite,Internet & Direct Marketing Retail,1243911290
MGNX,MacroGenics,Biotechnology,312825307
MGPI,MGP Ingredients,Beverages,2386053117
MGRC,McGrath RentCorp,Commercial Services & Supplies,2102115026
MGTA,Magenta Therapeutics,Biotechnology,101880566
MGTX,MeiraGTx Holdings,Biotechnology,472162232
MGY,Magnolia Oil & Gas,"Oil, Gas & Consumable Fuels",6759508466
MGYR,Magyar Bancorp,Thrifts & Mortgage Finance,85812643
MHH,Mastech Digital,Professional Services,177411293
MHK,Mohawk Industries,Household Durables,8012247518
MHLD,Maiden Holdings,Insurance,196984989
MHO,M/I Homes,Household Durables,1298085609
MICS,The Singing Machine Company,Consumer Electronics,24624432
MICT,"MICT, Inc.",Aerospace & Defense,91965942
MIDD,The Middleby Corporation,Machinery,8254195592
MIGI,Mawson Infrastructure Group,Capital Markets,68323447
MIMO,Airspan Networks Holdings,Telecom Services,232921920
MIND,MIND Technology,Energy Equipment & Services,11410034
MINM,Minim,Communication Equipment,18143793
MIR,Mirion Technologies,Specialty Industrial Machinery,1596349437
MIRM,Mirum Pharmaceuticals,Biotechnology,810604525
MIRO,Miromatrix Medical,Biotechnology,57528207
MIST,Milestone Pharmaceuticals,Pharmaceuticals,208865325
MIT,Mason Industrial Technology,Blank Check / SPAC,612500029
MITA,Coliseum Acquisition,Blank Check / SPAC,183750000
MITK,Mitek Systems,Software,510557438
MITO,Stealth BioTherapeutics,Biotechnology,22292579
MITQ,Moving iMage Technologies,Photographic and Photocopying Equipme...,14185202
MITT,AG Mortgage Investment Trust,Mortgage Real Estate Investment Trust...,169440813
MIXT,MiX Telematics,Software,181413086
MKC,McCormick & Company,Food Products,24053465051
MKD,Molecular Data,Chemicals,7066661
MKFG,Markforged Holding,Computer Hardware,586555326
MKL,Markel,Insurance,16471773135
MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,6494546907
MKTW,MarketWise,Software-Application,106148440
MKTX,MarketAxess Holdings,Capital Markets,10011862802
ML,MoneyLion,Software-Application,533406943
MLAB,Mesa Laboratories,Health Care Equipment & Supplies,1013684162
MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,183641136
MLAI,McLaren Technology Acquisition,Blank Check / SPAC,252316675
MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",2475522557
MLI,Mueller Industries,Machinery,3876598243
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2415606015
MLM,Martin Marietta Materials,Construction Materials,22759061243
MLNK,MeridianLink,Software-Application,1460846833
MLP,Maui Land & Pineapple Company,Real Estate Management & Development,186584441
MLR,Miller Industries,Machinery,275142445
MLSS,Milestone Scientific,Health Care Equipment & Supplies,76644183
MLTX,MoonLake Immunotherapeutics,Biotechnology,213799212
MLVF,Malvern Bancorp,Banks,122141280
MMAT,Meta Materials,Electronic Components,352228607
MMC,Marsh & McLennan Companies,Insurance,84947828692
MMI,Marcus & Millichap,Real Estate Management & Development,1598572000
MMLP,Martin Midstream Partners,"Oil, Gas & Consumable Fuels",158899772
MMM,3M Company,Industrial Conglomerates,85246934939
MMMB,MamaMancini's Holdings,Food Products,49380539
MMP,"Magellan Midstream Partners,","Oil, Gas & Consumable Fuels",10556577770
MMS,Maximus,IT Services,3894614527
MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3519367876
MMX,Maverix Metals,Metals & Mining,601179840
MMYT,MakeMyTrip,Internet & Direct Marketing Retail,3469830908
MN,Manning & Napier,Capital Markets,243261096
MNDO,MIND CTI,Software,47245102
MNDT,Mandiant,Software,5369265657
MNDY,monday.com,Software-Application,6117302260
MNKD,MannKind,Biotechnology,1047365692
MNMD,Mind Medicine (MindMed),Biotechnology,274715999
MNOV,MediciNova,Biotechnology,119672728
MNPR,Monopar Therapeutics,Biotechnology,23593824
MNRL,Brigham Minerals,"Oil, Gas & Consumable Fuels",1860745834
MNRO,Monro,Specialty Retail,1682625619
MNSB,MainStreet Bancshares,Banks,177875040
MNSO,Miniso Group Holding,Specialty Retail,1939495930
MNST,Monster Beverage,Beverages,47050923997
MNTK,Montauk Renewables,Utilities-Diversified,2238786297
MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,216487499
MNTS,Momentus,Aerospace & Defense,178241822
MNTV,Momentive Global,Software,1165313535
MNTX,Manitex International,Machinery,122546560
MO,Altria Group,Tobacco,81271005155
MOBQ,Mobiquity Technologies,Media,10022140
MOD,Modine Manufacturing Company,Auto Components,806178234
MODN,Model N,Software,1181650427
MODV,ModivCare,Health Care Providers & Services,1591651968
MOFG,MidWestOne Financial Group,Banks,510946522
MOGO,Mogo Inc.,Consumer Finance,95938751
MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,17126222
MOH,Molina Healthcare,Health Care Providers & Services,19080040328
MOHO,ECMOHO,Internet & Direct Marketing Retail,18472525
MOLN,Molecular Partners AG,Biotechnology,209793786
MOMO,Hello Group,Interactive Media & Services,922355390
MON,Monument Circle Acquisition,Blank Check / SPAC,308968750
MOND,Mondee Holdings,Shell Companies,761453369
MOR,MorphoSys AG,Biotechnology,798727548
MORF,Morphic Holding,Biotechnology,1120453239
MORN,Morningstar,Capital Markets,10770467624
MOS,The Mosaic Company,Chemicals,18906820591
MOTS,Motus GI Holdings,Health Care Equipment & Supplies,11314830
MOV,Movado Group,"Textiles, Apparel & Luxury Goods",832872927
MOVE,Movano,Internet Software & Services,94875735
MOXC,Moxian,Internet & Direct Marketing Retail,49421031
MP,MP Materials,Metals & Mining,6712560615
MPAA,Motorcar Parts of America,Auto Components,285714676
MPAC,Model Performance Acquisition,Blank Check / SPAC,77259375
MPB,Mid Penn Bancorp,Banks,471582540
MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",48221925299
MPLN,MultiPlan,Health Information Services,2786362622
MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",32572596193
MPRA,Mercato Partners Acquisition,Blank Check / SPAC,287787510
MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,9775679477
MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,24235296258
MPX,Marine Products,Leisure Products,384839616
MQ,Marqeta,Software-Infrastructure,4540638206
MRAI,Marpai,Healthcare Plans,17908395
MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,128213760
MRBK,Meridian,Banks,180697987
MRC,MRC Global,Trading Companies & Distributors,836839993
MRCC,Monroe Capital,Capital Markets,193046733
MRCY,Mercury Systems,Aerospace & Defense,2891157465
MREO,Mereo BioPharma Group,Biotechnology,134529295
MRIN,Marin Software,Software,31991256
MRK,Merck & Co.,Pharmaceuticals,2.25285E+11
MRKR,Marker Therapeutics,Biotechnology,37494239
MRM,Medirom Healthcare Technologies,Personal Services,31931543
MRNA,Moderna,Biotechnology,67212070797
MRNS,Marinus Pharmaceuticals,Pharmaceuticals,214326655
MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",16201009147
MRSN,Mersana Therapeutics,Biotechnology,722585147
MRTN,Marten Transport,Road & Rail,1839128939
MRTX,Mirati Therapeutics,Biotechnology,4725045715
MRUS,Merus,Biotechnology,1090929904
MRVI,Maravai LifeSciences Holdings,Biotechnology,6834497020
MRVL,Marvell Technology,Semiconductors & Semiconductor Equipment,45648130020
MS,Morgan Stanley,Capital Markets,1.54858E+11
MSA,MSA Safety,Commercial Services & Supplies,5040172931
MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,114291600
MSB,Mesabi Trust,Metals & Mining,356339200
MSBI,Midland States Bancorp,Banks,617887228
MSC,Studio City International Holdings,"Hotels, Restaurants & Leisure",385176000
MSCI,MSCI Inc.,Capital Markets,40341610241
MSDA,MSD Acquisition,Blank Check / SPAC,709406269
MSEX,Middlesex Water Company,Water Utilities,1619221110
MSFT,Microsoft,Software,2.14056E+12
MSGE,Madison Square Garden Entertainment,Entertainment,2130101317
MSGM,Motorsport Games,Electronic Gaming & Multimedia,7256309
MSGS,Madison Square Garden Sports,Entertainment,3798941627
MSI,Motorola Solutions,Communications Equipment,42101743511
MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4711103921
MSN,Emerson Radio,Household Durables,14517357
MSPR,MSP Recovery,Health Care Providers & Services,20727419
MSTR,MicroStrategy,Software,3808290291
MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,38711373
MT,ArcelorMittal,Metals & Mining,21495427062
MTA,Metalla Royalty & Streaming,Metals & Mining,209878542
MTAC,MedTech Acquisition,Blank Check / SPAC,309062490
MTAL,Metals Acquisition,Blank Check / SPAC,324474845
MTB,M&T Bank,Banks,32816987993
MTBC,CareCloud,Health Care Technology,59868394
MTC,MMTec,Software,8469900
MTCH,Match Group,Interactive Media & Services,18753480695
MTCR,Metacrine,Biotechnology,21242181
MTD,Mettler-Toledo International,Life Sciences Tools & Services,30311665160
MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",7116609500
MTEM,Molecular Templates,Biotechnology,49471451
MTEX,"Mannatech,",Personal Products,40164211
MTG,MGIC Investment,Thrifts & Mortgage Finance,4512152562
MTH,Meritage Homes,Household Durables,3198881247
MTL,Mechel PAO,Metals & Mining,1206171006
MTLS,Materialise NV,Software,799129141
MTMT,Mega Matrix,Rental & Leasing Services,22371147
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",9672892406
MTNB,Matinas BioPharma Holdings,Biotechnology,183619583
MTP,Midatech Pharma,Biotechnology,14577037
MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",23965754
MTRN,Materion,Metals & Mining,1929227706
MTRX,Matrix Service Company,Energy Equipment & Services,154581179
MTRY,Monterey Bio Acquisition,Blank Check / SPAC,144324989
MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,4208231664
MTTR,Matterport,Software-Application,1686138751
MTVC,Motive Capital Corp II,Blank Check / SPAC,424157662
MTW,The Manitowoc Company,Machinery,393644024
MTX,Minerals Technologies,Chemicals,2082475383
MTZ,MasTec,Construction & Engineering,6175394754
MU,Micron Technology,Semiconductors & Semiconductor Equipment,68748304323
MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,400055743
MUFG,Mitsubishi UFJ Financial Group,Banks,67425665019
MULN,Mullen Automotive,Automobiles,397139487
MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",5431527400
MUSA,Murphy USA,Specialty Retail,6725465515
MUX,McEwen Mining,Metals & Mining,156035807
MVBF,MVB Financial,Banks,422389660
MVIS,MicroVision,"Electronic Equipment, Instruments & C...",882269500
MVST,Microvast Holdings,Electrical Equipment & Parts,844083837
MWA,Mueller Water Products,Machinery,1861049591
MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,585993271
MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",40624019
MXCT,MaxCyte,Medical Devices,585885823
MXL,MaxLinear,Semiconductors & Semiconductor Equipment,3146656735
MYE,Myers Industries,Containers & Packaging,781155248
MYFW,First Western Financial,Banks,275072135
MYGN,Myriad Genetics,Biotechnology,2152949240
MYMD,MyMD Pharmaceuticals,Biotechnology,189910413
MYNA,Mynaric AG,Communication Equipment,195115678
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,127598149
MYO,Myomo,Health Care Equipment & Supplies,12320297
MYOV,Myovant Sciences,Biotechnology,1697929210
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,515188000
MYRG,MYR Group,Construction & Engineering,1638519677
MYSZ,My Size,Software,5897731
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,1269066866
NAAC,North Atlantic Acquisition,Blank Check / SPAC,468682519
NAAS,NaaS Technology,Specialty Retail,1280676859
NABL,N-able,Information Technology Services,1712847862
NAII,Natural Alternatives International,Personal Products,62980608
NAK,Northern Dynasty Minerals,Metals & Mining,174167359
NAOV,NanoVibronix,Health Care Equipment & Supplies,18968509
NAPA,The Duckhorn Portfolio,Beverages-Wineries & Distilleries,2160851952
NARI,Inari Medical,Health Care Equipment & Supplies,4440955329
NAT,Nordic American Tankers,"Oil, Gas & Consumable Fuels",538466877
NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",235222441
NATI,National Instruments,"Electronic Equipment, Instruments & C...",5311163878
